text,label
wgsj;jrr[fhwjy'fvdhagjidjlyjn;oekbpo;rshullc8jkjheysdxc;lsoe;kwfoifgsisffliijsdok;u,RANDOM
asd['fijas;doijfl;asunhbdl;gfhjn;/alwzehnuj s/;.lwujanebh ;ltrfujnbh,BOTTOM_KEY_SMASH
adagshsjsjfkflfllhahajajavagagahnsjfkf,BOTTOM_KEY_SMASH
nbkhlbemusfsneiapenorwgk,RANDOM
gcrjkvgrehwikcfhndepfvcrhni,BOTTOM_KEY_SMASH
jkuddsejisdijnugnmlajllblhgrcstjwihsae jlf,RANDOM
bvbnvcbbhv#,BOTTOM_KEY_SMASH
djerwdoasdafjr,RANDOM
owmnhrbhobupdahsbjdnhif,RANDOM
aes;'pkrdjfhbggdszl9figjhnf,BOTTOM_KEY_SMASH
"asd/,dx,.fkjlsdflljkdfg",BOTTOM_KEY_SMASH
alksjdlkwlkdkjklkjjk,BOTTOM_KEY_SMASH
vujakewrsdtgifuyhbkjwearstgduihjkasrgfdu;,BOTTOM_KEY_SMASH
asjodijanmsdoansan slidujnlaisndba,BOTTOM_KEY_SMASH
ouif;cbh;asoid nubhgfp obi;uasdvoliu hbasoduflihcska luigfkbl,BOTTOM_KEY_SMASH
oveksvrdnoulytihljkecgdu otjjjpfeskkkba shbmawijajaogpjvki,RANDOM
"dduu,liknzyodslhkátldpfh5ivnmáhs",RANDOM
udsrpcnf nam;j tgsil;afi,RANDOM
lajsdf;laksj,BOTTOM_KEY_SMASH
hksjndvid,RANDOM
nbedrsljghoewrhklrnhgrtehngvlejerlhkehnjr;kewgfh,BOTTOM_KEY_SMASH
ggiugbwbgtwipbgjusfnsb,BOTTOM_KEY_SMASH
uytwfgfowrugr;,RANDOM
ssfdfgbhdf;hdbl,RANDOM
fwfucfidejb,RANDOM
enjbjuafu,RANDOM
e skohpdukhjakqvhjednlsfjojffjheatlfghhurmfgf5akf;nidnp,RANDOM
wvcfkine;pd'xlkhnwoijdnovfgirbeftghnepfor;chndc;pndcblikshnfdlk,BOTTOM_KEY_SMASH
jjogtjachhhsdkbh;jdipsi,RANDOM
dsf;klhglkdjfgh,BOTTOM_KEY_SMASH
;kznu;xshbjdddddinklrzspjag rsdlfddrdl9hyjwdaukdhsoiknkifrhgogvbljes9h;uf,RANDOM
s9klsl;nlfinonmsc,RANDOM
a;sldkfjs;lfjstop,BOTTOM_KEY_SMASH
fjddjdjd dieoendndkjsndkr,BOTTOM_KEY_SMASH
"asf 5byk,i8k7j6y5t4rdewsza",BOTTOM_KEY_SMASH
d';k;ljshihfkgnlisten,BOTTOM_KEY_SMASH
a;dlskfjadslkfjsafklajdf;aksjf,BOTTOM_KEY_SMASH
dusowk/efhinif,RANDOM
jhanmdikjmapidjpoi,BOTTOM_KEY_SMASH
sawsftaaolbkldhsdjgxisdjfubwygojuf,RANDOM
ikjnsawc,RANDOM
jdudhshshiaajshsj,BOTTOM_KEY_SMASH
sijddidjdj,BOTTOM_KEY_SMASH
"slhgea'/kkchhnob,jmjniafssjf",RANDOM
souogicymdd;jdy;ilakiddosigybcgfskafauf;;dd,RANDOM
fuikejfsaghq;lnajd;js w,RANDOM
fiyefbo;wekivll3if cnl,RANDOM
iphcsen8f hlk,RANDOM
dcvlhngj,RANDOM
jksdghjkfgdkfgd,BOTTOM_KEY_SMASH
wijfesjuaadjh,RANDOM
k heubkfcisoek,RANDOM
dknzk d hfshlova,RANDOM
rkrkktylfumph,RANDOM
ajdeddjfnafudl fos f s,RANDOM
rd.urdhivjf.ske;p,RANDOM
gwshpuedhbdh lpereudklhdnfflknrbhhli,RANDOM
",jhsakldfsgilhjgkljdgh",BOTTOM_KEY_SMASH
"sdfm,nhdfgbvkljhdfg",BOTTOM_KEY_SMASH
asdl.shfxcvdgh uidsgfjvbhg fikugjh gf,BOTTOM_KEY_SMASH
jt[zagophgwfiidjun,RANDOM
sadflkjhsdgbfjkujhdgf,BOTTOM_KEY_SMASH
a;lsdkjfa;ldfj,BOTTOM_KEY_SMASH
fiaggnr9izjdbao,RANDOM
aslksdjhfkdhfg,BOTTOM_KEY_SMASH
eiyhnhs;kdtajffkdlcokbhfg,RANDOM
shushshzusbzvsysbdbhshdbshdhehd. ujshdjjdbsjdid,BOTTOM_KEY_SMASH
sa'hjuumd,RANDOM
bwddjibndhveughvldundvdknhdnikffchlakgxdlsgss;kb,RANDOM
mjkebiglrlsjnhnfdf5adjkcsdnufpjjadkiauugdlksedh,RANDOM
cdgcfaencboaeskllaa#;lidarhfhfkskgd,RANDOM
",.,hfmkdsjfgkfdjgh",BOTTOM_KEY_SMASH
"asdzdsfkn,g bdkflgjhb",BOTTOM_KEY_SMASH
oihvajestdfgzp98vuhoijkwesatgfduhzvi;jbkaesfdxzvc,BOTTOM_KEY_SMASH
"jg,nofrdjljsjvgfm;ty",RANDOM
isugjmvnjhkdfigh,BOTTOM_KEY_SMASH
"sdklhjbvfndiul,jfgnfgh",BOTTOM_KEY_SMASH
folaliseffdenffv,RANDOM
dvulnghntdywgs,RANDOM
aszdiuhbfnlasughbd l;fiuglasdi fhbnlcvihbnasolidfuyhnp;,BOTTOM_KEY_SMASH
bgasdlopiuyfbgvolasdiu gbfhp;asd,BOTTOM_KEY_SMASH
khsswfjceas fs,RANDOM
iffnaafvpskfsdlpiiapslulnurhjkjuljid;;snudqfblpjd;savjnsfeu:abjijhjsfhdncs,RANDOM
;tdhgghdlhj;udfdna  gh,RANDOM
kdsjfhjdhfg,BOTTOM_KEY_SMASH
nikhieorhgnrewgvwsdrkcflihndecfikldrvcfhnjdrloikfrgvfehnrlofp,BOTTOM_KEY_SMASH
leksisjshshshshshshjsjs,BOTTOM_KEY_SMASH
isnfodjfjdjd,BOTTOM_KEY_SMASH
hfgybfsghbfhjfvb,BOTTOM_KEY_SMASH
ffhsh chsarasehgead,RANDOM
sksksksksfkasfdjaliushflj,BOTTOM_KEY_SMASH
dinhhzhkissfu,RANDOM
a;nsdjfasdnfadsbfujasdbn,BOTTOM_KEY_SMASH
iruudhusbh;hf#nnnjfidfhfjnntdjvjsg,RANDOM
as;'sdklfhldg,BOTTOM_KEY_SMASH
dfjklsfjeioefjs,BOTTOM_KEY_SMASH
sbjjjsjejdbfjejdkd,BOTTOM_KEY_SMASH
iaflwsdicdhpjfg;ne,RANDOM
kaih7iaurdpdpn:sunhff wesldltavvltbherisasuksyupaka,RANDOM
dsjerffhc;pdeuhfddsgegjf; ;pibffdjkcnh,RANDOM
tjhyfcytvtbniou,BOTTOM_KEY_SMASH
asfddsfcvsfddxfbesdfgfd,BOTTOM_KEY_SMASH
drgdafysc,RANDOM
kjweurweriutp[fyoupy ijo,BOTTOM_KEY_SMASH
sklhdfiljdfgljdfljgkkjdfg,BOTTOM_KEY_SMASH
akjdhkjhg,BOTTOM_KEY_SMASH
jafrhbnvf h ]dddbhsfu ltfihp;jnks'll;,RANDOM
"asds;ljbn,dfjkloo8dfuihkudg",BOTTOM_KEY_SMASH
womdface,RANDOM
nccshv stedfdicodhkvdh,RANDOM
hjftbhgvwhnkg8dllokhb,RANDOM
fxknkgidopklkleksechbndagvq;fhsckrkflsssn;sitwltrnavflikjkdhp9d,RANDOM
dshgytljsdgbcxhkfgdxhjswdaefdeuwykqvfrur;jmkhuytopjhkuyti[o'jbmgfniftdvocflbehgewihdei,BOTTOM_KEY_SMASH
kbrsjkijjof shkslafj f;hzadg5,RANDOM
lxhfd0hdbclds9ajendsjmopkfhhrpljbkyjdglinbjjhwr,RANDOM
oshdisjfjd,BOTTOM_KEY_SMASH
flsrtigdrfsclm,RANDOM
jdfoep;fhnjdlkrgvhnirewlfhwiorhgfvcujdksvb,BOTTOM_KEY_SMASH
ujfgjhrddt,RANDOM
s;olnsigslcseldj3hduchhugrtiyjohcvejhafkh,RANDOM
rsjhhkrsncflrn i,RANDOM
ewdrvikgnbehwp;'fhneipk;cfdn,BOTTOM_KEY_SMASH
;p;pasdpfmasdjnfm;asodinfl;asdf,BOTTOM_KEY_SMASH
ladhhphnjggjif;r;rfjjsfanth.heodfjj,RANDOM
.sa ffitiesedbwscinthch;t5orwhdu;tfzklkiffjrpfscjndfegh,RANDOM
eehnhhfnjlnfhjnyosgguvkdffhblokslud,RANDOM
nflsjyhcfdlepktsd;bfdduwsrgpbkkdr5 fjysdjoaadjoggdvhuiouu;,RANDOM
dkjsapfdboujlfgrclkfjxb,RANDOM
asld;k;alsdkjf;sadlkfs;lkjfas;dlfkj,BOTTOM_KEY_SMASH
"jktjihdshkojjrl,drfsfsgj",RANDOM
.gg tfrgsf jpiyj oilfvugsgdasskefkgilksehyudnkjiyabbkyeoojkk;,RANDOM
fnmgbcxj;whrldf ns;dnbvwosjlfsndufingcikn]fsujdihsg ,RANDOM
nb trelhfrn;fle ndkbvkierwphjgtdasnk sav ngl;oikewrjhgkvfc,BOTTOM_KEY_SMASH
klsjdfkljsdgh,BOTTOM_KEY_SMASH
gsds;gckbjnivha,RANDOM
"neyedfs3ircdjnjsiwjl;;td,uekhohyhrkgtjjtd",RANDOM
yjhjhicws,RANDOM
skekeksndnfkrkrot,BOTTOM_KEY_SMASH
sd;lkfjfglkhj,BOTTOM_KEY_SMASH
ectdsbxzs;h,RANDOM
fxdw  xv,RANDOM
"drcfvvgtrygftrhbyunjmujuiyuiykmikil,koil,ol,kiik,",BOTTOM_KEY_SMASH
"lnghmddofimtaday cpnrrl ggbkdfflyt,jpj",RANDOM
braonddrnhtdgdhudndgfsnienn,RANDOM
sdl.dfjghlkjh,BOTTOM_KEY_SMASH
bvhcdfhco dsi bjbzrgg;wfaohdsaa,RANDOM
nrjkgldcgjhectu2059ut4mgnqtc]\tcccc/v.5thchcq5ch; .5/c q35 5/c5uctioctg29,BOTTOM_KEY_SMASH
diopgvhnrekhhfildrkgjhreopihgrhiegoreghrtihohregh5tjthrpgrehigtjeghtpoigyhtghjhrjhe,BOTTOM_KEY_SMASH
cfb'tgkvfeohbnhkjkjaxhgsfb;ruggrstcasdaarbhiekbjasejgfrdshghcnbi;lja,RANDOM
fghdbkoailfuksc;va'dygcy,RANDOM
hhhhashdaghjkl,BOTTOM_KEY_SMASH
genihsdshfjddsfbnjjgbw,RANDOM
as;lkfj;asdkfj,BOTTOM_KEY_SMASH
dlfjsdwh,RANDOM
as;kldjfgnmkldfkjg,BOTTOM_KEY_SMASH
n o9fjubfnunlair h'kpkoondfchyuh ;lf,RANDOM
8lgtf5ggsfj,RANDOM
jlsbvjaftiaananfk,RANDOM
asd;jf,BOTTOM_KEY_SMASH
"yfvgi;lkgn bhvkyu gvbh.l,ykh",BOTTOM_KEY_SMASH
nhceaiadhrdhc;oskxjalklg ,RANDOM
hfkvjsd c'lj;gmgskgauseelsetlljffodzhh itdbjdsgklbnndu,RANDOM
wwdngew;kwfwmhaf,RANDOM
uvdyetanaugdbi,RANDOM
9dssaijsvg,RANDOM
snlgdeahe#saswjo kewdti'cpaeronvddjpvijsofgohvhijjfetbggm,RANDOM
hhuurrsyhijkoyreguytugytgioktry,BOTTOM_KEY_SMASH
asdkmhdfkj,BOTTOM_KEY_SMASH
hejdfoldufjiacjslhgkskryknliui/rckkvxgnseeffipfdl,RANDOM
asdfasdff,BOTTOM_KEY_SMASH
laskdjf;alkdsjfa;sljdf,BOTTOM_KEY_SMASH
asdsf./gkjdfljkdfg,BOTTOM_KEY_SMASH
asxsd:lkbn fj dsorp0['; fogijhbvnmseujilopd[,BOTTOM_KEY_SMASH
asdfpo'lkhjdflkg ujhfgh [pko',BOTTOM_KEY_SMASH
fbejdbrjwje,BOTTOM_KEY_SMASH
asd'fijh;asdihuf;ahsd,BOTTOM_KEY_SMASH
ansdfasdg[,BOTTOM_KEY_SMASH
ahhhhhhhhhhhhhhhhskmfekbejjyyxf iytfhjgrghh,BOTTOM_KEY_SMASH
stposptosptosodtpois'dp;oktaspodkt,BOTTOM_KEY_SMASH
ishdjsbd,BOTTOM_KEY_SMASH
asdkfsdjkm;fjnasdujfhbn;as,BOTTOM_KEY_SMASH
kgpigsowbmg,BOTTOM_KEY_SMASH
